id	title	author	authorYearOfBirth	authorYearOfDeath	publishedYear	tokensCount
openBook370	Χίλια μιλιγκράμ απουσίας	Μιχάλης Κατράκης			2018	36636.0
openBook371	Επιφυλλίδες 1989-2004	Μάριος Πλωρίτης			2010	115048.0
openBook373	Reqviem	Χοσέ Ιέρρο (José Hierro, 1922-2002)			2015	347.0
openBook374	Περί Παιδείας Παρακαταθήκη Ιωάννου Καποδίστρια	John D. Pappas (Ιωάννης Δ. Παπακωνσταντίνου)			2018	9335.0
openBook375	Η συγγραφή του μυθιστορήματος – Συνομιλία με τον Franz Kafka	Ελευθερία Δημητρομανωλάκη			2018	36208.0
openBook376	Το δέντρο είναι που βλέπει				2008	0.0
openBook377	Ένα παράξενο ταξίδι!				2008	23.0
openBook378	Μην κλαις τενεκεδούλα				2008	0.0
openBook379	Τα όνειρα των σκουπιδιών				2008	38.0
openBook380	Το μυστικό της Πειναλόπης				2008	0.0
openBook381	Ο ινδός ωτορινολαρυγγολόγος	Γιάννης Αντάμης			2018	6912.0
openBook387	Καπνός	και νομικός			2015	26616.0
openBook388	Πέντε ζωές κι ένα μυθιστόρημα	Δώρα Κασκάλη			2012	21806.0
openBook391	Ο Μικρός Πρίγκιπας	Antoine de Saint-Exupéry (1900-1944)			2013	11474.0
openBook392	Τα Χριστούγεννα του τεμπέλη	Αλέξανδρος Παπαδιαμάντης (1851-1911)			1913	3.0
openBook393	Οι μάγισσες	Αλέξανδρος Παπαδιαμάντης (1851-1911)			1912	3.0
openBook394	Τα μετά θάνατον – Η χολεριασμένη	Αλέξανδρος Παπαδιαμάντης (1851-1911)			1914	3.0
openBook395	Ο Πεντάρφανος	Αλέξανδρος Παπαδιαμάντης (1851-1911)			1912	4.0
openBook397	Ανάβαλε την αναβλητικότητά σου	Νικόλας Σμυρνάκης			2018	5136.0
openBook399	Ψυχολογία Συριανού συζύγου	Εμμανουήλ Ροΐδης (1836-1904)			2018	5291.0
openBook400	Σπασμένα φεγγάρια	Νικόλας Χουέρβος			2008	1067.0
openBook401	Σιωπηλή πέτρα	Ευρυδίκη Αμανατίδου			2018	71628.0
openBook402	Οι νότες που ξέφευγαν	Ευρυδίκη Αμανατίδου			2018	958.0
openBook403	Ενωμένοι μπορούμε – Διαλεκτούλα μια άξια κατσικούλα	Ειρήνη Αρ. Ανδρουλάκη			2018	803.0
openBook405	Στρέτο	Paul Celan			2014	382.0
openBook407	Η περιστέρα	Αλέξανδρος Δουμάς (υιός) [Alexandre Dumas, 1824-1895]			1858	248.0
openBook408	Από το σκοτάδι στο φως				2018	18925.0
openBook409	Σε Κάποιο Μέρος της Άνοιξης: Ελεγεία	Νικολάς Γκιγιέν (Nicolás Guillén, 1902-1989)			2014	1490.0
openBook410	Ο ροταϊός και ο βασιλιάς	Κάρμεν Ρουγγέρη			2015	628.0
openBook411	Βρέχει γριές και άλλες ιστορίες	Δανιήλ Χαρμς (Daniil Kharms, 1905-1942)			2009	17376.0
openBook422	To Παραμύθι του Χιώτη Μυλωνά	Σοφία Καρασούλη-Μἰλομπαρ			2018	4509.0
openBook423	Orenta 1863	Μιχάλης Κατράκης			2018	5622.0
openBook424	Οι εργάται της θαλάσσης	Βίκτωρ Ουγκώ (Victor Hugo, 1802-1885)			1866	387.0
openBook425	Βιργινία	Τάσος Κυρτάσογλου			2018	22515.0
openBook426	Μερόπη	Δημήτριος Βερναρδάκης (1833-1907)			1866	12302.0
openBook427	Ευρώπη… σαν παραμύθι!				2017	7353.0
openBook428	Παραμύθια κάτω από την ελιά				2013	34145.0
openBook429	Με τα πόδια	Γιάννης Αντάμης			2018	7119.0
openBook430	Ο πέμπτος τυφλός	Θάλεια Π. Αντωνιάδη			2018	171044.0
openBook431	Χαρά.Ζει	Γιάννης Τζανής			2018	3146.0
openBook432	Φαινομενολογία Του Γυμνού Πνεύματος	Αντώνης Αντωνάκος			2018	999.0
openBook433	Κρυπτόν Άστυ	Στέλιος Παπαγρηγορίου			2019	14197.0
openBook434	Ένα φεγγάρι κοιτάζει απ’ το παράθυρο	Σάκης Αθανασιάδης			2018	7975.0
openBook435	Πασχαλινά Διηγήματα	Αλέξανδρος Παπαδιαμάντης (1851-1911)			2014	19027.0
openBook437	Ο υποψήφιος βουλευτής και οι τραμπούκοι	Σωτήρης Καρτέσιος			1868	68.0
openBook438	Τάσουλας ήτοι αι εν Ελλάδι βουλευτικαί εκλογαί	Α.Π. Ευστρατίου			1890	104.0
openBook439	Ζωολόγιον θηλυκών και άλλων πλασμάτων	Αντώνης Αντωνάκος			2019	374.0
openBook440	Ήττα	Ανδρέας Π. Κουζέλης			2019	5601.0
openBook441	Στιγμές από το ρεπερτόριο του θανάτου	Θοδωρής Βοριάς			2018	1068.0
openBook451	30+1 πράγματα που μπορεί να κάνει η Ευρώπη για την Ελλάδα				2018	39982.0
openBook452	Ο αμερικανός Μοντεχρίστος	Τζούλιαν Χώθορν (Julian Hawthorne, 1846-1934)			1893	344.0
openBook453	Δύο χειρόγραφα ποιήματα του Άγγελου Σικελιανού	Άγγελος Σικελιανός			2003	6.0
openBook454	Γαμικόν: ήτοι περί συνοικεσίων εγκόλπιον	Θεόκλητος Βίμπος (1832-1903)			1892	0.0
openBook455	Αι περιπλανήσεις του Οδυσσέως: διηγημέναι εις παίδας μετά εικονογραφιών	Εμμανουήλ Γαλάνης (1838-1926)			1879	162.0
openBook456	Ο Σιδηρουργός και η Κόρη του	Κώστας Βουλαζέρης			2012	4354.0
openBook457	Βωμοί	Κωστής Παλαμάς (1859 – 1943)			1915	700.0
openBook458	Η πολιτεία και η μοναξιά	Κωστής Παλαμάς (1859 – 1943)			1912	718.0
openBook459	Τα μάτια της ψυχής μου	Κωστής Παλαμάς (1859 – 1943)			1892	172.0
openBook460	Η φλογέρα του βασιλιά με την ηρωική τριλογία	Κωστής Παλαμάς (1859 – 1943)			1910	197.0
openBook461	Γράμματα (Τόμος δεύτερος)	Κωστής Παλαμάς (1859 – 1943)			1907	240.0
openBook462	Ίαμβοι και ανάπαιστοι	Κωστής Παλαμάς (1859 – 1943)			1897	58.0
openBook464	Το Χάρτινο Μόμπιλε	Ολίβια-Λήδα Καλούδη			2019	14795.0
openBook465	Ο Ήρωας	Γιάννης Αντάμης			2018	1910.0
openBook466	Ζονγκ	Παντελής Γαβρίλης – Αιγινήτης			2018	48232.0
openBook467	Το λεξιλόγιο της αποανάπτυξης				2016	60101.0
openBook468	Μαύρα σύκα και πορφυρά μέσπολα	Αντώνης Αντωνάκος			2018	558.0
openBook469	Ο …Κατσαντώνης	Δημήτρης Τζουβάλης			1989	1371.0
openBook470	Καφενείον ‘Το ωραίον Ξηρόμερον'	Δημήτρης Τζουβάλης			1989	6210.0
openBook471	Ονειροδρόμος	Δημήτρης Τζουβάλης			1989	908.0
openBook479	Ο Ξένος	και ο αντιπρόεδρος Κώστας Στοφόρος, δημοσιογράφος –συγγραφέας. Τα υπόλοιπα μέλη ήταν οι:			2016	24923.0
openBook481	Αέρηδες	Δημήτρης Τζουβάλης			1989	1071.0
openBook482	Μυρωδιά από μοσχοσάπουνο	Δημήτρης Τζουβάλης			1989	1558.0
openBook483	Αλλοτροπία (Η πόλη με τ’ ανθρωπάκια που κοιμούνται)	Δημήτρης Τζουβάλης			1997	9788.0
openBook484	Άδειες Creative Commons	Θεόδωρος Γεωργίου			2012	6526.0
openBook485	Τα Χριστούγεννα των Ποιητών				2013	0.0
openBook486	Η αληθινή ιστορία της Κοκκινοσκουφίτσας	Δρ. Φίλιππος *			2010	673.0
openBook487	Wrighte or Die	Νίκος Γκίκας			2019	30616.0
openBook488	Ο πειρατής της Γραμβούσης	Κωνσταντίνος Ράδος (1862-1931)			1913	34.0
openBook492	Κάποτε το καρπούζι ήταν στρογγυλό	Άρης Κλόκκαρης			2018	39668.0
openBook493	Orenta 1763	Μιχάλης Κατράκης			2018	3344.0
openBook494	Ο ανάποδος καθρέφτης	Χριστίνα Σουλελέ			2019	23379.0
openBook495	Το νομικό καθεστώς της παιδικής ηλικίας και της νεότητας (1833-1900)	Κώστας Σοφιανός			1997	12501.0
openBook496	Μικροψυχολογία				2017	24655.0
openBook497	Το μεγάλο μυστήριο του Μπόου	Ίσραελ Ζάνγκουιλ (Israel Zangwill, 1864-1926)			2018	32333.0
openBook498	Ποιήματα της Γενιάς του ’70				2016	1595.0
openBook499	Μετα-Βιβλιοθήκες: Οι Βιβλιοθήκες μετά το Διαδίκτυο και τον Παγκόσμιο Ιστό				2007	151830.0
openBook500	Ονειρικές Ακολουθίες	Παγώνα Παρασύρη			2012	3209.0
openBook501	Το Χρονικό Ενός Τυχαίου Θανάτου	Μιχάλης Κατράκης			2018	36847.0
openBook511	Η λαλιά των Σαρακατσάνων	Ζήσης Κατσαρίκας			2018	82120.0
openBook512	Οι Κωπηλάτες	Χρήστος Ε. Δημάκης			2014	1342.0
openBook513	Χειμερινή ισημερία	Νίκος Σουβατζής			2019	4342.0
openBook514	Το ημερολόγιο ενός άνεργου ηθοποιού	Θέμης Αγγελόπουλος			2018	64714.0
openBook515	Οι μεγάλοι -ισμοί				2010	28595.0
openBook516	Μπελογιάννης, ο άνθρωπος με το γαρύφαλλο				2017	18848.0
openBook517	Η Προφητεία	Πύρρων Ηλειόπουλος			2018	2953.0
openBook519	Αυτεπίστροφο	Σπύρος Σ. Βουτσινάς			2019	3938.0
openBook520	Πόσα βήματα κρατούν οι σκέψεις;	Μιχάλης Μαραγκάκης			2019	42.0
openBook521	Πανσέληνος 2	Γιώργος Γλυκοφρύδης			2018	9988.0
openBook522	Ο δυσκοίλιος μπάτλερ	Γιώργος Γλυκοφρύδης			2018	5557.0
openBook523	The Belvedere	Γιώργος Γλυκοφρύδης			2018	4444.0
openBook524	Μυθο-λογίες	Απόστολος Λαγαρίας			2015	8721.0
openBook525	Παλέρμο επί Πέντε	Απόστολος Λαγαρίας			2013	4079.0
openBook526	Από miss Ελλάς τροτέζα	Γεώργιος Μενεγάκης (Γέω-Μένες)			1956	14147.0
openBook527	Η Τραγωδία του Ευρώ	‎Philipp Bagus			2015	43182.0
openBook528	Οι περιπέτειες του Πινόκιο – Η ιστορία μιας μαριονέτας	Κάρλο Κολλόντι (Carlo Collodi, 1826-1890)			2018	27958.0
openBook529	H δυσπιστία στο έντυπο βιβλίο και η παράλληλη χρήση του χειρόγραφου	Τριαντάφυλλος Σκλαβενίτης			1982	3501.0
openBook530	Kaboom – Ημερολόγια πριν από τη μεγάλη έκρηξη				2016	33240.0
openBook531	Ο Κνουτ Χάμσουν στη Χώρα των Θαυμάτων	Γεώργιος Νικ. Σχορετσανίτης			2014	12270.0
openBook540	Λέσχες Ανάγνωσης – Μιλάμε για βιβλία…				2006	6159.0
openBook543	Εδώ Πολυτεχνείο	Οδυσσέας Δαγκλής			2019	15948.0
openBook544	Έντα Γκάμπλερ (Hedda Gabler)	Ερρίκος Ίψεν (Henrik Ibsen, 1828-1906)			1923	0.0
openBook545	Ορέ Ποίο; Ζακυνθινά Στιγμιότυπα	Μαρία Μπράβου – Μπουρλέσα			2017	30469.0
openBook546	Μικρό εγχειρίδιο για την πολιτική ανυπακοή	Ξαβιέ Ρενού (Xavier Renou)			2011	0.0
openBook547	Ένα παραμύθι για την Ειδομένη				2019	3120.0
openBook548	Το Φιλελληνικό Τελεσίγραφο Πολέμου τής Ρωσίας κατά τής Οθωμανικής Αυτοκρατορίας το 1821	John D. Pappas (Ιωάννης Δ. Παπακωνσταντίνου)			2018	30113.0
openBook549	Η Έννοια του Μέτρου και το Κριτήριο της Βιωσιμότητος	John D. Pappas (Ιωάννης Δ. Παπακωνσταντίνου)			2014	11185.0
openBook550	Το τρίτο ρεύμα – Ποιητική				2018	12395.0
openBook551	Τα ΜΜΕ σαν καθρέφτης της κοινωνίας	Noam Chomsky			1995	8448.0
openBook552	Φουκώ & Μαρξ Το παραγωγικό υποκείμενο	Pierre Macherey			2013	0.0
openBook553	Περιμένοντας	Ορέστης Μερτζάνης			2015	35.0
openBook554	Περιπέτειες του βιβλίου στην Ελλάδα (1880-1940)				1998	0.0
openBook555	Η μορφολογία του σεναρίου (αφήγηση, μυθοπλασία και συγγραφή)	Ελευθερία Δημητρομανωλάκη			2018	25157.0
openBook556	Ο Φριχ σκουπιδοαρρώστησε	Φωτεινή Κοντοπούλου			2017	622.0
openBook557	Η Σύναξις των Οπαδών της Σόδας	Στέλιος Παπαγρηγορίου			2018	21678.0
openBook558	Οι Μελανές Εκτάσεις	Στέλιος Παπαγρηγορίου			2018	67897.0
openBook559	Για κοίτα	Σίμος Πανόπουλος			2019	32579.0
openBook560	Το Ημερολόγιο Της Μυρτώς #3				2018	520.0
openBook570	Το Στιλέτο	Λάκης Φουρουκλάς			2013	42005.0
openBook571	Εσόδων-εξόδων	Γιάννης Αντάμης			2017	7028.0
openBook572	Μια ευκαιρία στα παιδιά	Στάθης Αβραμίδης			2016	3878.0
openBook573	Ένα σφηνάκι έρωτα	Κάρμεν Μ. Κρέτσου			2018	24961.0
openBook574	Φιλολογική Πρωτοχρονιά 1932				1932	0.0
openBook576	ΣυνΠοιείν // Όσα γράφονται τώρα – (Τόμος Α’)				2017	75159.0
openBook578	Τα Λυρικά	Γιώργος Σ. Κόκκινος			2018	4755.0
openBook579	Νύχτα Χριστουγέννων – Με στίχους 12 Ελλήνων ποιητών				2012	0.0
openBook580	Ιστορία του μέλλοντος: Πώς ο εικοστός αιώνας φαντάστηκε έναν ‘άλλο κόσμο'	Ιωάννα Λαλιώτου			2015	66103.0
openBook581	Οκτώ Σονέτα	Γουίλιαμ Σαίξπηρ (William Shakespeare, 1564-1616)			2013	676.0
openBook582	Ο σκοπός του αρχιτέκτονα	Βασίλης Ντόκος			2018	3685.0
openBook583	Νυχτερινές πατρίδες	Σάκης Αθανασιάδης			2016	8175.0
openBook584	Ο δικός μου Νίκος Καζαντζάκης	Μπάμπης Δερμιτζάκης			2015	31980.0
openBook585	Ο Εξωγήινος της Διπλανής Πόρτας	Αύγουστος Κορτώ			2017	32106.0
openBook586	Η ιστορία του Νεμάνια	Ελ Ρόι			2008	7407.0
openBook592	Ιωάννης Σβαν και άλλες μεταμορφώσεις	Νίκος Μπόνου			2011	34454.0
openBook594	Η Φοινικιά	Κωστής Παλαμάς			2013	1730.0
openBook595	Αούντι Γλεν	Στέλιος Παπαγρηγορίου			2018	78843.0
openBook596	Ελεγείες του Ντουίνο	Ράινερ Μαρία Ρίλκε (Rainer Maria Rilke, 1875-1926)			2015	6828.0
openBook597	Καρυωτάκης – Χρονοθραύσματα 30	Βασίλης Λαλιώτης			2016	442.0
openBook598	Της Τέχνης τα Φαρμάκια	Γιάννης Βλαχογιάννης			2017	11150.0
openBook599	Fragmenta	Έμιλυ Ντίκινσον (Emily Dickinson, 1830-1886)			2017	377.0
openBook600	Ανθολόγιο των κακών Αμερικάνων				1992	10022.0
openBook601	Ιστορίες υπερβολής	Κυριάκος Αθανασιάδης			2010	12750.0
openBook602	Το φονικό μοιραίο βόλι	Θεόδωρος Λασκαρίδης (1896-1921)			2011	50127.0
openBook603	Ορυχείο ονείρων	Στρατής Παρέλης			2017	3303.0
openBook604	Ο Δεκάλογος του Τέλειου Διηγηματογράφου	Οράσιο Κιρόγα (Horacio Quiroga, 1878-1937)			2014	286.0
openBook605	Μικροδονκιχώτες				2017	875.0
openBook606	“Πέντε διηγήματα και ένα δράμα σε μία πράξη”	Λουίτζι Πιραντέλλο (Luigi Pirandello, 1867-1936)			2017	260.0
openBook607	Μικρά Αποσπάσματα για την Αυτονομία	Κορνήλιος Καστοριάδης			2017	2432.0
openBook608	Αλγοσαρωνικός	Βασίλης Ντόκος			1987	1330.0
openBook609	Τα άλεκτα του Αλέξανδρου	Βασίλης Ντόκος			1994	3245.0
openBook610	Η κοίμηση του κειμένου	Βασίλης Ντόκος			1998	159.0
openBook611	Κυλιόμενο φως	Βασίλης Ντόκος			2001	4989.0
openBook612	Οι καλύτερες προθέσεις	Βασίλης Ντόκος			2004	6775.0
openBook618	Ράμπο, όπως Ρεμπώ	Βασίλης Ντόκος			2008	7685.0
openBook619	Μεταποίηση	Βασίλης Ντόκος			2012	4163.0
openBook620	Η εξαιρετική περίπτωση μιας συνηθισμένης ιστορίας	Andréa Doria			2006	11825.0
openBook621	Τζιλ Βραλτάρ / Φριττ-Φλακκ / Εναέριον δράμα	Ιούλιος Βερν (Jules Verne 1828-1905)			2017	255.0
openBook622	Ο Άγνωστος Ταξιδιώτης	Αντώνιος Σάραγκας			2019	938.0
openBook623	Η συμβολή των αρχαίων Ελλήνων στην Τέχνη της Διοίκησης των Επιχειρήσεων				2009	15497.0
openBook624	Μεγάλη Ρωμαίικη Επιστημονική Γραμματική	Γιάννης Ψυχάρης (1854-1929)			1937	207.0
openBook627	Εύθυμες Κατωχωρίτικες και άλλες ιστορίες	Μπάμπης Δερμιτζάκης			2013	28518.0
openBook628	Το χαμένο μπλουζ	Μίμης Ανδρουλάκης			1997	82729.0
openBook630	27 Ιουνίου 1906, 2 μ.μ.				2015	12616.0
openBook632	Ο δαιμονιστής	Αύγουστος Κορτώ			2017	18774.0
openBook633	Η φιλοσοφία του Αριστοτέλη	Βασίλειος Κάλφας			2015	57196.0
openBook634	Εργαστήρι Δημιουργικής Γραφής	Ζωζέτα Μηλιοπούλου			2013	11069.0
openBook635	Vincent Willem van Gogh (1853-1890)	Αλεξάνδρα Μπλάνα			2008	7310.0
openBook636	Το να διδάσκεις – Το ταξίδι σε κόμικς				2016	206.0
openBook637	Η ζηλοτυπεία του Μουντζούρη και ο ιπτάμενος ιατρός	Μολιέρος – Molière (1622-1673)			1859	32.0
openBook638	Ο Αρχοντοχωριάτης	Μολιέρος – Molière (1622-1673)			2013	18539.0
openBook640	Οδηγός: Δικαιώματα Πνευματικής Ιδιοκτησίας και Ανοικτά/οί Μαθήματα/Πόροι				2014	4189.0
openBook644	Οι τρίλλιες που σβήνουν	Μαρία Πολυδούρη (1902-1930)			2014	4649.0
openBook647	Ο κατά φαντασίαν ασθενής	Μολιέρος – Molière (1622-1673)			2013	20034.0
openBook648	ΜέΝΓΚΕΛΕ – Όνειρο για δύο πρόσωπα σε ένα βαγόνι	Θανάσης Τριαρίδης			2013	17711.0
openBook649	Humlet	Θανάσης Τριαρίδης			2012	16871.0
openBook650	Ο άνεμος σφυρίζει στην Κουπέλα	Θανάσης Τριαρίδης			2009	89793.0
openBook651	Το γεύμα				2012	6941.0
openBook652	Το αμάρτημα της μητρός μου	Γεώργιος Βιζυηνός (1849-1896)			2015	5771.0
openBook653	18+ Minicuentos eróticos				2013	2868.0
openBook654	Αναζητώντας Κροκανθρώπους	Νικόλας Άσιμος			1981	60930.0
openBook655	Έχει φύλο η καρδιά;				2019	17852.0
openBook656	Tango bar	Περικλής Κοροβέσης			1988	732.0
openBook657	Επιχείρησις Ιουδίθ	Περικλής Κοροβέσης			1991	727.0
openBook658	Σεμίνα: Ο Γολγοθάς και οι Αναστεναγμοί της Λύτρωσης	Μαρία Σεφέρου			2018	67354.0
openBook660	La ultima noche ή οι Καρχαρίες – δράμα για δύο πρόσωπα σε δύο πράξεις	Θανάσης Τριαρίδης			2011	18812.0
openBook661	Αέρας – Κωμωδία για δύο πρόσωπα σε δύο μικρές πράξεις	Βαγγέλης Χατζηγιαννίδης			2011	8989.0
openBook662	Απόξεση ή Η παγωμένη καρδιά των ευτυχισμένων ανθρώπων – Πολιτική μεταφορά σε δύο πράξεις	Χαρά Σύρου			2011	13683.0
openBook663	Historia de un amor ή Τα μυρμήγκια – δειλινό για δύο πρόσωπα σε δύο πράξεις	Θανάσης Τριαρίδης			2012	18884.0
openBook664	INVeRTED	Γιάννης Ευαγγέλου			2013	8180.0
openBook670	Η Σουίτα, περιπέτεια δωματίου	Χαρά Σύρου			2013	10735.0
openBook671	Λυκόφως	Μαρία Φυντανή			2011	8322.0
openBook672	Ό,τι πιο πολύ ποθείς – λόγια χωρίς πράξεις	Δημήτρης Δημητριάδης			2011	10260.0
openBook673	Ο αιώνιος στρατός – ένας θεατρικός μύθος	Δημήτρης Δημητριάδης			2012	14703.0
openBook674	Ο Πατούχας	Ιωάννης Κονδυλάκης (1861-1920)			2013	58164.0
openBook675	Ασκήσεις συναισθήματος	Γιάννης Τόλιας			2013	5202.0
openBook676	Μεγάλη επιστήμη – ενδιαφέρουσες ζωές	Στέφανος Τραχανάς			2014	9609.0
openBook677	Lebensraum 2.0	Θανάσης Τριαρίδης			2017	13880.0
openBook678	Lebensraum 3000: a mankind odyssey	Θανάσης Τριαρίδης			2017	14734.0
openBook679	Lebensraum	Θανάσης Τριαρίδης			2014	9935.0
openBook680	Dämmerung	Θανάσης Τριαρίδης			2015	14790.0
openBook681	Zyklon ή το πεπρωμένο	Θανάσης Τριαρίδης			2013	15788.0
openBook682	Lacrimosa ή το απέπρωτο	Θανάσης Τριαρίδης			2013	14005.0
openBook683	Football	Θανάσης Τριαρίδης			2017	11926.0
openBook684	Leopold ή κόβοντας τα δάχτυλα του κοινού	Θανάσης Τριαρίδης			2017	13651.0
openBook685	Ζόοτ	Θανάσης Τριαρίδης			2013	14294.0
openBook686	Οιδίνους	Θανάσης Τριαρίδης			2013	16311.0
openBook687	Ο Νανουριστής	Θανάσης Τριαρίδης			2015	14020.0
openBook688	LIBERtÉ	Θανάσης Τριαρίδης			2012	18167.0
openBook689	ÉGaLITÉ	Θανάσης Τριαρίδης			2012	18989.0
openBook690	FRATerNITÉ	Θανάσης Τριαρίδης			2012	18708.0
openBook700	Μορφές δημόσιας κοινωνικότητας στην αστική Ελλάδα του εικοστού αιώνα				2015	125676.0
openBook701	Η Κουλτούρα του Διαδικτύου				2015	30525.0
openBook702	Η Κερένια Κούκλα	Κωνσταντίνος Χρηστομάνος (1867-1911)			2013	32844.0
openBook703	Η λαιμαργία	Αύγουστος Κορτώ			1999	40863.0
openBook704	Ραμπαστέν	Αύγουστος Κορτώ			1999	31699.0
openBook705	Το τετράγωνο	Αύγουστος Κορτώ			2000	54284.0
openBook706	Το Παρελθόν στο Δίκτυο	Μήτσος Μπιλάλης			2015	50318.0
openBook707	Κακκοραφίες	Κυριάκος Αθανασιάδης			2009	101479.0
openBook708	Το τρυφερό μαχαίρι του Πέτρο Μπόλε και άλλες τρεις ιστορίες δακρύων	Θανάσης Τριαρίδης			2010	55514.0
openBook709	Ενδο-Οικογενειακή Βία κατά των Γυναικών: Πρώτη Πανελλαδική Επιδημιολογική Έρευνα				2003	25717.0
openBook711	Στη γιορτή – Μια αληθινή ιστορία	Ελ Ρόι			2010	6385.0
openBook712	Ο Έρωτας στα Χρόνια της Γκαρσονιέρας	Αύγουστος Κορτώ			2017	34720.0
openBook713	Λουκής Λάρας	Δημήτριος Βικέλας (1835-1908)			2013	28763.0
openBook714	Η Λυγερή	Ανδρέας Καρκαβίτσας (1865-1922)			2013	33767.0
openBook715	Ο γιος της Τζοκόντα	Αύγουστος Κορτώ			2002	4709.0
openBook716	Η εκλογή του καθηγητού	Δημήτρης Χατζόπουλος (1872-1936)			2014	686.0
openBook722	Το λάθος πάθος	Λάκης Φουρουκλάς			2011	14180.0
openBook723	Quo Vadis – Μυθιστορία της Νερωνικής Εποχής	Ερρίκος Σιέγκεβιτς – Henryk Sienkiewicz (1846-1916)			2014	69113.0
openBook724	Άγγελοι καρφώνονται με το κεφάλι στην άσφαλτο	Larry Cool			2011	1730.0
openBook725	Η σιωπή της πόλης	Νίκος Καρακάσης			2011	12566.0
openBook726	Τα ουγγρικά ψάρια	Γιάννης Πλιώτας			2011	32136.0
openBook727	Who the hell is Max?	Νίκος Καρακάσης			2014	11.0
openBook728	Ερωτικές ιστορίες μιας παιδικής ηλικίας – Επτά αλληλένδετα διηγήματα	Μάνος Κοντολέων			2011	9359.0
openBook729	Ματριόσκα	Ελ Ρόι			2012	15.0
openBook730	Εύα	Βασίλειος Φ. Δρόλιας			2010	3636.0
openBook731	Η μηλιά – Μια ιστορία αγάπης	Πάνος Μανάφης			2011	26636.0
openBook732	Τα χλωρά διαμάντια ~ Βιβλίο Πρώτο, Δειλινά 1-333	Θανάσης Τριαρίδης			2011	111394.0
openBook733	Η αγγελοκρουσμένη	Δημήτρης Ε. Παπαδούλης			2011	30535.0
openBook734	Ονειρεύτηκα τα Λευκά Χριστούγεννα	Θανάσης Τριαρίδης			2009	2918.0
openBook735	Όσα χωράει μια στιγμή	Στέφανος Λίβος			2011	30416.0
openBook736	Κλεφτές Ματιές	Στέφανος Λίβος			2011	17247.0
openBook737	Εγχειρίδιο για το Ρόλο των Ανδρών/Πατέρων στην Εξισορρόπηση της Επαγγελματικής και Οικογενειακής Ζωής				2007	10018.0
openBook738	Η Επιστροφή του Σέρλοκ Χολμς	Άρθουρ Κόναν Ντόυλ			2005	76956.0
openBook739	Μια παρέα με… καρδιά!	– Εικονογράφος: Λήδα Βαρβαρούση			2009	3777.0
openBook740	Τρελαντώνης	Πηνελόπη Δέλτα			2017	34575.0
openBook741	Αν κάθε μέρα	Αντώνης Παπαθεοδούλου			2012	69.0
openBook742	Ποίος ήτον ο φονεύς του αδελφού μου	Γεώργιος Βιζυηνός (1849-1896)			2014	26555.0
openBook748	Μπλε ποδιές, άσπρες κορδέλες	Λιάνα Βραχλιώτη			2003	0.0
openBook749	7 λέξεις – 1ος διαγωνισμός διηγήματος ΛόγωΤέχνης	– Κριτικός βιβλίου			2011	15374.0
openBook750	Ιστορίες διαδικτύου – 2ος διαγωνισμός διηγήματος ΛόγωΤέχνης				2013	13268.0
openBook751	1.000.000 στιγμές	Μιχάλης Φουντουκλής			2010	52323.0
openBook752	Πρωτοχρονιάτικα Διηγήματα	Αλέξανδρος Παπαδιαμάντης (1851-1911)			2013	24620.0
openBook754	Παραμύθια της Αφρικής				2013	26501.0
openBook755	Ακρίδα, η ένωση της ανθρωπότητας σε ένα ζώο	Νίκος Μπόνου			2012	8950.0
openBook756	Ο απογραφέας, απόσπασμα από το επερχόμενο	Πάνος Μανάφης			2013	31942.0
openBook757	Η μετάσταση	Κωνσταντίνος Ποζουκίδης			2014	1235.0
openBook759	Για την πατρίδα	Πηνελόπη Δέλτα			2017	20042.0
openBook761	Το αγόρι πίσω απ’ το τζάμι	Θανάσης Τριαρίδης			2011	3760.0
openBook762	Το περίστροφο, ένα εξάγωνο ιστοριών	Κωνσταντίνος Ποζουκίδης			2014	11663.0
openBook763	Ο πόλεμος του παγωτού βατόμουρου				1998	1721.0
openBook764	25th hour project – 365 συμμετοχές				2016	118328.0
openBook765	Ιστορίες της Άγριας Δύσης	Μίνως-Αθανάσιος Καρυωτάκης			2016	30411.0
openBook766	Τα αστέρια της Ευρώπης	Θοδωρής Παπαϊωάννου			2014	3091.0
openBook767	Χριστουγεννιάτικα Διηγήματα	Αλέξανδρος Παπαδιαμάντης (1851-1911)			2013	24249.0
openBook768	Λόγια της πλώρης	Ανδρέας Καρκαβίτσας (1865-1922)			2013	45612.0
openBook774	Οι Ευτράπελες Ιστορίες του Νασρεντίν Χότζα				2013	26182.0
openBook776	Διηγήματα	Παύλος Νιρβάνας (1866-1937)			2014	3649.0
openBook777	Οιωνός και άλλα διηγήματα	Μιχαήλ Μητσάκης (1868-1916)			2015	5720.0
openBook779	Οι Ναΐτες πετάχτηκαν δίπλα	Γιώργος Τσαντίκος			2011	17863.0
openBook780	Τρία φεγγάρια στην πλατεία	Τέος Ρόμβος			2011	16741.0
openBook781	Τηλεφυματίωση				1976	0.0
openBook783	Μαύρο χιόνι	Νώντας Τσίγκας			2010	1340.0
openBook785	Μονόλογοι από το Αιγαίο				2016	8197.0
openBook787	Παραμύθια της Χαλιμάς (Τόμος Α΄)	Dervish Abu Bekr			2013	44139.0
